Категория,ГОСТ,Марка стали,Размер,Примечания,Склад,Един. измер.,Цена руб. с НДС,Контактная информация
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,32х4,нд,0.7999999999999999,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,32х4,нд,0.055,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,"38х3,0",нд,1.1750000000000032,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,"38х3,2",нд,7.280000000000007,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,"38х3,5",нд,7.043,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,38х4,нд,85.53099999999996,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,38х5,нд,0.2040000000000004,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,38х6,нд,0.018000000000000488,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,38х8,нд,0.009999999999999454,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,40х7,нд,0.035,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,40х8,нд,7.320533068622126e-16,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,42х3,нд,4.610894999146353e-15,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,"42х3,2",нд,8.352000000000002,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,"42х3,5",нд,21.395999999999997,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,42х4,нд,19.74700000000001,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,42х5,нд,5.7099999999999955,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,42х8,нд,0.02499999999999991,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,35,42х9,нд,0.2099999999999984,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,"45х3,5",нд,2.1590000000000003,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,"45х3,5",нд,6.574,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,45х4,нд,22.006,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,45х4,нд,4.712000000000003,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,45х5,нд,15.102999999999996,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,45х5,нд,5.546999999999999,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,45х6,нд,10.02500000000001,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,45х10,нд,1.196959198423997e-16,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,48х3,нд,4.265999999999999,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,"48х3,5",нд,5.349000000000003,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,48х4,нд,0.5559999999999953,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,"48,3х4,5",нд,0.03599999999999963,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,"48,3х5",нд,0.015999999999999723,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,48х5,нд,3.7369999999999965,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,48х6,нд,0.022000000000000852,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,48х10,нд,2.6610000000000014,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,"50х3,5",нд,1.6479873021779667e-16,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,50х4,нд,19.519,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,50х5,нд,17.709999999999997,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,51х3,нд,8.09,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,"51х3,5",нд,1.5680000000000005,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,51х4,нд,6.214000000000009,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,51х5,нд,0.5560000000000022,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,51х6,нд,0.9239999999999977,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,54х10,нд,0.59,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,"57х3,2",нд,2.345346139520643e-15,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,"57х3,5",нд,4.363999999999955,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,57х4,нд,39.948000000000064,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,57х4,нд,20.453999999999986,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,"57х4,5",нд,2.251000000000001,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,57х5,нд,25.48599999999999,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,57х5,нд,20.171000000000006,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,57х6,нд,17.282000000000007,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,57х6,нд,33.32300000000001,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,57х7,нд,0.040000000000000036,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,57х8,нд,19.755000000000003,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,57х8,нд,15.225000000000005,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,57х10,нд,14.07800000000001,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,57х10,нд,2.674999999999992,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,57х12,нд,37.80499999999998,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,57х12,нд,3.024900000000001,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,57х13,нд,0.45,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,57х13,нд,8.881784197001252e-16,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,57х14,нд,10.052,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,57х14,нд,0.6599999999999999,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,"60х3,2",нд,10.430000000000003,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,"60х3,5",нд,2.199999999999999,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,"60х3,5",нд,6.661,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,60х4,нд,78.63900000000002,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,60х4,нд,0.6260000000000032,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,60х5,нд,42.80600000000008,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,60х5,нд,10.789000000000005,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,60х6,нд,157.7009999999999,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,60х6,нд,0.20899999999998498,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,60х7,нд,25.05600000000001,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,60х8,нд,42.534000000000006,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,60х10,нд,15.255999999999998,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,60х12,нд,24.637000000000018,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,60х14,нд,13.174,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,"63,5х5",нд,30.29399999999999,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,"63,5х6",нд,29.396999999999995,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,"63,5х10",нд,18.351000000000017,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,"63,5х12",нд,15.529000000000002,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,"63,5х14",нд,7.141,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,"68х3,5",нд,1.1102230246251565e-14,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,68х4,нд,4.304000000000003,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,68х5,нд,6.597999999999995,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,68х6,нд,38.447,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,68х8,нд,19.972,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,68х8,нд,6.369999999999997,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,68х10,нд,33.071999999999996,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,68х10,нд,3.175000000000003,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,68х12,нд,28.13400000000001,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,68х14,нд,23.169,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,68х16,нд,7.917000000000002,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,68х16,нд,6.09,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,70х4,нд,0.44600000000000073,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,70х5,нд,20.666,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,70х6,нд,2.641000000000013,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,70х8,нд,27.672000000000004,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,70х10,нд,32.26000000000001,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,70х12,нд,25.273,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,70х14,нд,28.384000000000007,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,70х16,нд,19.53600000000001,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,70х18,нд,0.4880000000000013,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,70х20,нд,7.736000000000001,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,73х4,нд,5.954,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,73х4,нд,0.13499999999999998,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,73х5,нд,9.029000000000002,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,73х5,нд,3.8000000000000003,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,73х6,нд,33.901999999999994,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,73х7,нд,2.1149999999999998,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,73х8,нд,26.68599999999999,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,73х8,нд,9.510999999999992,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,73х9,нд,0.255,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,73х10,нд,47.580000000000005,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,73х11,нд,19.765,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,73х12,нд,15.31400000000001,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,73х12,нд,7.805,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,73х14,нд,24.270000000000003,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,73х14,нд,0.7480000000000011,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,73х16,нд,41.29900000000001,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,73х18,нд,10.974,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,73х20,нд,5.7879999999999985,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,"76х3,5",нд,3.2869999999999973,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,"76х3,5",нд,9.167999999999997,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,76х4,нд,7.155000000000001,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,76х4,нд,3.016000000000002,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,76х4,ТУ 14-3-1128-2000,1.1469999999999998,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,76х5,нд,24.530999999999974,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,76х5,нд,14.278000000000013,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,76х6,нд,51.117,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,45,76х6,нд,5.0,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,76х6,нд,20.612000000000005,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,76х7,нд,2.3040000000000007,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,76х8,нд,28.136000000000003,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,76х8,нд,6.4229999999999965,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,76х10,нд,23.546,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,76х10,нд,40.262,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,76х12,нд,27.14099999999999,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,76х12,нд,4.452,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,76х14,нд,13.047,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,76х16,нд,27.826999999999988,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,76х16,нд,3.8499999999999956,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,76х18,нд,8.331999999999997,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,76х18,нд,5.131,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,76х20,нд,8.626,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,"83х3,5",нд,5.790999999999999,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,83х4,нд,20.640000000000008,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,83х5,нд,11.505999999999995,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,83х5,нд,6.557254739192331e-16,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,83х6 ЛЕЖ,Распродажа,0.085,тн,143000,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,83х6,нд,12.749000000000006,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,83х6,нд,7.0619999999999985,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,83х8,нд,14.663999999999977,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,83х8,нд,0.15000000000000202,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,83х10,нд,27.068999999999996,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,45,83х10,нд,13.94,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,83х10,нд,0.6250000000000003,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,83х12,нд,18.66,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,83х12,нд,5.2219999999999995,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,83х14,нд,43.792000000000016,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,83х16,нд,38.06499999999999,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,83х18,нд,16.332000000000008,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,83х20,нд,6.161999999999996,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,83х22,нд,13.315,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,"89х3,5",нд,1.385999999999999,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,"89х3,5",нд,3.4089999999999967,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,89х4,нд,22.595999999999975,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,89х4,нд,3.993999999999974,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,"89х4,5",нд,37.15500000000001,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,"89х4,5",нд,7.7810000000000015,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,89х5,нд,35.134000000000015,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,89х5,нд,72.52700000000002,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,89х6,нд,28.07499999999999,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,89х6,нд,13.55499999999999,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,89х7,нд,34.81900000000001,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,89х7,нд,10.468999999999998,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,89х8,нд,13.787000000000011,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,89х8,нд,28.32700000000002,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,89х9,нд,34.81500000000001,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,89х9,нд,14.679999999999964,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,89х10,нд,20.754000000000005,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20А,89х10,нд,0.44500000000000006,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,45,89х10,нд,4.83,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,89х10,нд,13.53499999999999,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,89х12,нд,20.875,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,89х12,нд,26.967000000000002,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,89х14,нд,13.489999999999995,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,89х14,нд,18.30200000000001,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,89х16,нд,22.460999999999995,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,89х16,нд,8.585000000000004,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,89х18,нд,32.509,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,89х18,нд,4.250000000000001,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,89х20,нд,29.204000000000015,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,89х22,нд,11.377999999999997,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,89х22,нд,2.7180000000000004,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,89х24,нд,1.2108369862318114e-15,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,89х25,нд,2.9270000000000023,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,95х5,нд,14.338999999999977,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,95х6,нд,1.3679999999999986,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,95х8,нд,26.558999999999997,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,45,95х8,нд,3.059,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,95х10,нд,31.203000000000003,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,95х10,нд,9.596,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,95х12,нд,10.797999999999998,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,95х14,нд,3.8149999999999915,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,95х14,нд,7.305,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,95х16,нд,18.086999999999993,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,95х18,нд,24.96999999999999,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,95х20,нд,30.61,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,95х22,нд,11.871999999999996,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,95х24,нд,5.799999999999999,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,102х4,нд,14.87099999999999,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,"102х4,5",нд,9.463000000000003,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,102х5,нд,11.507,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,102х5,нд,9.59899999999999,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,102х6,нд,14.057000000000007,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,20,102х8,нд,43.56899999999997,тн,,8 (343) 382-24-88
Трубы горячекатаные,ГОСТ 8732-78В/32528-2013,09г2с,102х8,нд,3.552713678800501e-15,тн,,8 (343) 382-24-88
